0,1253,1,0.2
1,1776,1,0.2
2,1277,0.995062,0.2
3,1377,0.990149,0.2
4,1692,0.985261,0.2
5,1923,0.980397,0.2
6,1885,0.975557,0.2
7,1461,0.970741,0.2
8,838,0.965949,0.2
9,2202,0.961182,0.2
10,1653,0.956438,0.2
11,1310,0.951717,0.2
12,854,0.94702,0.2
13,910,0.942347,0.2
14,2123,0.937697,0.2
15,1712,0.93307,0.2
16,1568,0.928466,0.2
17,1302,0.923885,0.2
18,1620,0.919327,0.2
19,1552,0.914792,0.2
20,2477,0.910279,0.2
21,1078,0.905789,0.2
22,902,0.901321,0.2
23,1512,0.896876,0.2
24,1025,0.892452,0.2
25,1423,0.888051,0.2
26,1961,0.883672,0.2
27,1236,0.879314,0.2
28,813,0.874979,0.2
29,1135,0.870665,0.2
30,2414,0.866372,0.2
31,1090,0.862101,0.2
32,1246,0.857851,0.2
33,904,0.853622,0.2
34,1935,0.849415,0.2
35,1657,0.845228,0.2
36,2212,0.841062,0.2
37,1892,0.836918,0.2
38,1044,0.832793,0.2
39,996,0.82869,0.2
40,1417,0.824606,0.2
41,1713,0.820543,0.2
42,662,0.816501,0.2
43,1641,0.812478,0.2
44,1117,0.808476,0.2
45,543,0.804494,0.2
46,1284,0.800531,0.2
47,1278,0.796588,0.2
48,1859,0.792665,0.2
49,1765,0.788762,0.2
50,1342,0.784877,0.2
51,813,0.781013,0.2
52,411,0.777167,0.2
53,1960,0.773341,0.2
54,1670,0.769534,0.2
55,1684,0.765746,0.2
56,1869,0.761976,0.2
57,1679,0.758226,0.2
58,1684,0.754494,0.2
59,1079,0.750781,0.2
60,1834,0.747086,0.2
61,1425,0.74341,0.2
62,1241,0.739752,0.2
63,1268,0.736112,0.2
64,809,0.732491,0.2
65,1715,0.728888,0.2
66,1179,0.725302,0.2
67,1781,0.721734,0.2
68,1215,0.718185,0.2
69,1506,0.714653,0.2
70,934,0.711138,0.2
71,1135,0.707641,0.2
72,945,0.704162,0.2
73,836,0.7007,0.2
74,1129,0.697255,0.2
75,714,0.693827,0.2
76,740,0.690416,0.2
77,758,0.687023,0.2
78,1140,0.683646,0.2
79,1380,0.680286,0.2
80,1567,0.676943,0.2
81,948,0.673617,0.2
82,851,0.670307,0.2
83,1849,0.667014,0.2
84,1513,0.663737,0.2
85,1226,0.660476,0.2
86,521,0.657232,0.2
87,1529,0.654004,0.2
88,1250,0.650792,0.2
89,1525,0.647596,0.2
90,1297,0.644416,0.2
91,899,0.641252,0.2
92,1801,0.638103,0.2
93,681,0.634971,0.2
94,1516,0.631854,0.2
95,1023,0.628752,0.2
96,706,0.625666,0.2
97,1625,0.622596,0.2
98,1610,0.61954,0.2
99,1532,0.6165,0.2
100,767,0.613475,0.2
101,725,0.610465,0.2
102,1207,0.607471,0.2
103,862,0.604491,0.2
104,1365,0.601526,0.2
105,1404,0.598575,0.2
106,1462,0.59564,0.2
107,1963,0.592719,0.2
108,800,0.589813,0.2
109,1205,0.586921,0.2
110,1038,0.584043,0.2
111,1274,0.58118,0.2
112,1107,0.578332,0.2
113,1870,0.575497,0.2
114,848,0.572677,0.2
115,1231,0.56987,0.2
116,1417,0.567078,0.2
117,1866,0.564299,0.2
118,1412,0.561535,0.2
119,1956,0.558784,0.2
120,1374,0.556047,0.2
121,1051,0.553324,0.2
122,1079,0.550614,0.2
123,781,0.547917,0.2
124,1237,0.545234,0.2
125,1622,0.542565,0.2
126,961,0.539909,0.2
127,1555,0.537266,0.2
128,2055,0.534636,0.2
129,1671,0.532019,0.2
130,1809,0.529416,0.2
131,1230,0.526825,0.2
132,1148,0.524248,0.2
133,848,0.521683,0.2
134,1179,0.519131,0.2
135,885,0.516591,0.2
136,1268,0.514065,0.2
137,1194,0.511551,0.2
138,1409,0.509049,0.2
139,1046,0.50656,0.2
140,1349,0.504084,0.2
141,1906,0.501619,0.2
142,884,0.499167,0.2
143,940,0.496728,0.2
144,920,0.4943,0.2
145,1017,0.491885,0.2
146,992,0.489481,0.2
147,900,0.48709,0.2
148,872,0.48471,0.2
149,1911,0.482343,0.2
150,754,0.479987,0.2
151,1032,0.477643,0.2
152,1287,0.475311,0.2
153,946,0.47299,0.2
154,885,0.470681,0.2
155,960,0.468383,0.2
156,1740,0.466097,0.2
157,1440,0.463822,0.2
158,1660,0.461559,0.2
159,809,0.459306,0.2
160,741,0.457065,0.2
161,1289,0.454836,0.2
162,1386,0.452617,0.2
163,966,0.450409,0.2
164,1084,0.448213,0.2
165,1574,0.446027,0.2
166,906,0.443853,0.2
167,1087,0.441689,0.2
168,1147,0.439536,0.2
169,629,0.437393,0.2
170,1139,0.435262,0.2
171,1410,0.433141,0.2
172,1055,0.43103,0.2
173,1900,0.42893,0.2
174,1607,0.426841,0.2
